patch,date [DD.MM.YYYY],time [HH:MM],water_temp [°C],ph [pH],do [mg l-1],do_sat [saturation],w_co2 [mATM],conductivity [uS cm -1],turb [NTU],rdna [boolean],gl_name,lat_sn [DD],lon_sn [DD],ele_sn [m],lat_sp [DD],lon_sp [DD],ele_sp [m],max_el [m],mean_el [m],sn_sp_dist [m],sn_sp_ele [m],abl_asp [°],gl_sa [km2],gl_cov [%],gl_a [km2],rgi_v6,glims_id,wgms_id,m_balance,mb_obs,fv_variation,fv_obs,sp_event,data_s,data_ts,sn_data,sn_data_ts,dem_data,dem_data_ts,mb_data_s,fv_data_s,sp_event_s,chla [ug g-1],eps [ugC g-1],ag [nmol g-1 h-1],ap [nmol g-1 h-1],bg [nmol g-1 h-1],lap [nmol g-1 h-1],nag [nmol g-1 h-1],bp [ngC g-1 h-1],wba [cells ml-1],sba [cells g-1],respiration [mg 02 g-1 h-1],abs254 [m-1],abs300 [m-1],suva [mg C l-1 m-1],e2e3 [proportion],e4e6 [proportion],s275295 [nm-1],s350400 [nm-1],s300700 [nm-1],sr [proportion],bix [proportion],fi [proportion],hix [proportion],coble_t [RU],coble_a [RU],coble_m [RU],coble_c [RU],doc [ug l-1],tss_1 [%],tss_2 [%],tss_3 [%],tss_4 [%],tss_5 [%],tss_5a [%],tss_5b [%],tss_5c [%],tss_5d [%],i1_na [ug l-1],i2_k [ug l-1],i3_mg [ug l-1],i4_ca [ug l-1],i5_cl [ug l-1],i6_so4 [ug l-1],n1_tn [ug l-1],n2_tp [ug l-1],n3_srp [ug l-1],n4_nh4 [ug l-1],n5_no3 [ug l-1],n6_no2 [ug l-1],hydro_isotope [per_mil],oxy_isotope [per_mil],Expedition
GL7_DN_3,31.01.19,17:50,3.6,6.84,11,100,384.9,6.3,32.3,0,White ,-42.9993,171.3861,1898,-42.9963,171.3913,1687,NA,NA,583,211,NA,0.31,0.41,0.76,RGI60-18.02839,G171385E43000S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.15E-05,0,0.006920548,0.198733788,0.020577538,0.282723205,0.012166792,107.56195,NA,2038047.64,0.001124194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,New Zealand
GL8_UP_1,02.02.19,10:54,0.7,7.34,11.9,99,347.3,14.9,12.6,0,Marmaduke Dixon,-42.9874,171.3903,1637,-42.9875,171.3904,1629,NA,NA,16,8,NA,0.62,0.44,1.42,RGI60-18.02823,G171383E42988S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.58E-05,0,0.004366537,0.13358751,0.010920898,0.304834986,0.000220394,17.262992,19623.74333,4466884.21,0.0039426,7.870666667,5.678666667,7.445,2.087333333,1.033,0.007,0.007333333,0.005666667,0.978666667,1.542083333,4.428467333,0.275650333,0.017555,0.014596,0.007982,0.004352667,47.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,24.9,55.8,NA,-44.7759,-7.49226,New Zealand
GL8_UP_2,02.02.19,10:54,0.7,7.34,11.9,99,347.3,14.9,12.6,0,Marmaduke Dixon,-42.9874,171.3903,1637,-42.9875,171.3904,1629,NA,NA,16,8,NA,0.62,0.44,1.42,RGI60-18.02823,G171383E42988S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0002015,0,0.005851145,0.260354054,0.025799184,0.502629232,0.011129483,39.676325,NA,1011132.44,0.002741421,7.870666667,5.678666667,7.445,2.087333333,1.033,0.007,0.007333333,0.005666667,0.978666667,1.542083333,4.428467333,0.275650333,0.017555,0.014596,0.007982,0.004352667,47.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,24.9,55.8,NA,-44.7759,-7.49226,New Zealand
GL8_UP_3,02.02.19,10:54,0.7,7.34,11.9,99,347.3,14.9,12.6,0,Marmaduke Dixon,-42.9874,171.3903,1637,-42.9875,171.3904,1629,NA,NA,16,8,NA,0.62,0.44,1.42,RGI60-18.02823,G171383E42988S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.004248674,0.050351747,0.008951183,0.322126664,0.007073788,36.05674,NA,2809493.21,0.003928154,7.870666667,5.678666667,7.445,2.087333333,1.033,0.007,0.007333333,0.005666667,0.978666667,1.542083333,4.428467333,0.275650333,0.017555,0.014596,0.007982,0.004352667,47.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,24.9,55.8,NA,-44.7759,-7.49226,New Zealand
GL8_DN_1,02.02.19,15:15,1.3,7.17,11.7,99.5,312.9,14.2,11.1,0,Marmaduke Dixon,-42.9874,171.3903,1637,-42.9884,171.3923,1584,NA,NA,199,53,NA,0.62,0.43,1.44,RGI60-18.02823,G171383E42988S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0001524,0,0.002078926,0.136921851,0.01165255,0.379052021,0,67.651115,5579.962667,5319763.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,New Zealand
GL8_DN_2,02.02.19,15:15,1.3,7.17,11.7,99.5,312.9,14.2,11.1,0,Marmaduke Dixon,-42.9874,171.3903,1637,-42.9884,171.3923,1584,NA,NA,199,53,NA,0.62,0.43,1.44,RGI60-18.02823,G171383E42988S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000128333,0,0.00253229,0.109753126,0.009736271,0.358911911,0,128.46607,NA,4611014.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,New Zealand
GL8_DN_3,02.02.19,15:15,1.3,7.17,11.7,99.5,312.9,14.2,11.1,0,Marmaduke Dixon,-42.9874,171.3903,1637,-42.9884,171.3923,1584,NA,NA,199,53,NA,0.62,0.43,1.44,RGI60-18.02823,G171383E42988S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000241333,0,0.003434397,0.139378101,0.010920986,0.479647253,0.014978278,101.413895,NA,3036929.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,New Zealand
GL9_UP_1,03.02.19,10:12,3.6,7.19,11.5,100.4,422.3,12.5,23.1,0,Cahill,-42.9815,171.3958,1611,-42.9824,171.3978,1510,NA,NA,180,101,NA,0.6,0.66,0.91,RGI60-18.02851,G171391E42978S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.002486522,0.032351127,7.54E-05,0.251788312,0,79.101175,17568.39333,2888917.33,0.001621316,7.208666667,5.079333333,2.325,2.200666667,0.956666667,0.007666667,0.008333333,0.006,0.983333333,1.397207667,1.505555333,0.267847333,0.035108333,0.017109333,0.009510333,0.004928,143.6666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,24.5,41,NA,-46.5024,-7.75773,New Zealand
GL9_UP_2,03.02.19,10:12,3.6,7.19,11.5,100.4,422.3,12.5,23.1,0,Cahill,-42.9815,171.3958,1611,-42.9824,171.3978,1510,NA,NA,180,101,NA,0.6,0.66,0.91,RGI60-18.02851,G171391E42978S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.50E-05,0,0.003907034,0.060505572,0.00784518,0.427343969,0,67.06558,NA,3414691.19,0.002253036,7.208666667,5.079333333,2.325,2.200666667,0.956666667,0.007666667,0.008333333,0.006,0.983333333,1.397207667,1.505555333,0.267847333,0.035108333,0.017109333,0.009510333,0.004928,143.6666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,24.5,41,NA,-46.5024,-7.75773,New Zealand
GL9_UP_3,03.02.19,10:12,3.6,7.19,11.5,100.4,422.3,12.5,23.1,0,Cahill,-42.9815,171.3958,1611,-42.9824,171.3978,1510,NA,NA,180,101,NA,0.6,0.66,0.91,RGI60-18.02851,G171391E42978S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07E-06,0.082005,0.0037282,0.071060811,0.011676597,0.445400073,0,117.5259,NA,2092005.42,0.002858095,7.208666667,5.079333333,2.325,2.200666667,0.956666667,0.007666667,0.008333333,0.006,0.983333333,1.397207667,1.505555333,0.267847333,0.035108333,0.017109333,0.009510333,0.004928,143.6666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,24.5,41,NA,-46.5024,-7.75773,New Zealand
GL9_DN_1,03.02.19,13:44,6,6.78,11,100.3,434.4,12.2,27.2,0,Cahill,-42.9815,171.3958,1611,-42.9839,171.4025,1253,NA,NA,593,358,NA,0.6,0.62,0.97,RGI60-18.02851,G171391E42978S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.85E-05,0,0.003657687,0.145695842,0.00080121,0.429857951,0,49.163615,20432.55133,3432505.47,0.002016844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,New Zealand
GL9_DN_2,03.02.19,13:44,6,6.78,11,100.3,434.4,12.2,27.2,0,Cahill,-42.9815,171.3958,1611,-42.9839,171.4025,1253,NA,NA,593,358,NA,0.6,0.62,0.97,RGI60-18.02851,G171391E42978S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000140333,0,0.0028555,0.090427916,0.006921755,0.493789728,0,11.26159,NA,3489009.09,0.001842311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,New Zealand
GL9_DN_3,03.02.19,13:44,6,6.78,11,100.3,434.4,12.2,27.2,0,Cahill,-42.9815,171.3958,1611,-42.9839,171.4025,1253,NA,NA,593,358,NA,0.6,0.62,0.97,RGI60-18.02851,G171391E42978S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.002404526,0.122146817,0.009116374,0.631084141,0,65.865945,NA,3209651.09,0.001059822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,New Zealand
GL10_UP_1,08.02.19,11:52,0.7,8.1,13.2,103.1,232.4,40.7,49,0,Dart,-44.4813,168.606,1095,-44.4813,168.6059,1090,NA,NA,12,5,NA,8.62,0.55,15.59,RGI60-18.00686,G168609E44455S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,9.17E-06,0.219649336,0.000886613,1.036688546,0,22.82396,28908,8456959.91,0.001986404,1.04,0.649333333,0.486,3.139666667,5.803666667,0.011666667,0.009666667,0.01,1.192,0.899395667,1.097876,0.322255667,0.013083667,0.012311333,0.005397333,0.003154,92.43333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,24.5,22.2,NA,-59.051,-9.20021,New Zealand
GL10_UP_2,08.02.19,11:52,0.7,8.1,13.2,103.1,232.4,40.7,49,0,Dart,-44.4813,168.606,1095,-44.4813,168.6059,1090,NA,NA,12,5,NA,8.62,0.55,15.59,RGI60-18.00686,G168609E44455S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0002129,0,0.005205334,0.313464295,0.013530954,1.185465821,0,7.6950465,NA,3719160.17,0.00416271,1.04,0.649333333,0.486,3.139666667,5.803666667,0.011666667,0.009666667,0.01,1.192,0.899395667,1.097876,0.322255667,0.013083667,0.012311333,0.005397333,0.003154,92.43333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,24.5,22.2,NA,-59.051,-9.20021,New Zealand
GL10_UP_3,08.02.19,11:52,0.7,8.1,13.2,103.1,232.4,40.7,49,0,Dart,-44.4813,168.606,1095,-44.4813,168.6059,1090,NA,NA,12,5,NA,8.62,0.55,15.59,RGI60-18.00686,G168609E44455S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000442667,0,0.002583378,0.174688512,0.034475776,0.838572573,0,11.70789,NA,3534203.95,0.002657689,1.04,0.649333333,0.486,3.139666667,5.803666667,0.011666667,0.009666667,0.01,1.192,0.899395667,1.097876,0.322255667,0.013083667,0.012311333,0.005397333,0.003154,92.43333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,24.5,22.2,NA,-59.051,-9.20021,New Zealand
GL10_DN_1,08.02.19,15:19,0.7,7.43,12.9,100.2,375.7,40.8,98.6,0,Dart,-44.4813,168.606,1095,-44.4818,168.5979,1042,NA,NA,650,53,NA,9.03,0.52,17.35,RGI60-18.00686,G168609E44455S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.000694105,0.249265801,0.000969031,1.307384754,0.001928619,49.499805,34251.53967,3278170.09,0.001272744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,New Zealand
GL10_DN_2,08.02.19,15:19,0.7,7.43,12.9,100.2,375.7,40.8,98.6,0,Dart,-44.4813,168.606,1095,-44.4818,168.5979,1042,NA,NA,650,53,NA,9.03,0.52,17.35,RGI60-18.00686,G168609E44455S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000336333,0,0.001533199,0.182885486,0.001996925,1.24995993,0,32.81913,NA,3023978,0.00187303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,New Zealand
GL10_DN_3,08.02.19,15:19,0.7,7.43,12.9,100.2,375.7,40.8,98.6,0,Dart,-44.4813,168.606,1095,-44.4818,168.5979,1042,NA,NA,650,53,NA,9.03,0.52,17.35,RGI60-18.00686,G168609E44455S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000402333,0,0.000301943,0.097686549,0.003012539,0.736782192,0,93.374485,NA,3123022.18,0.002328699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,New Zealand
GL11_UP_1,09.02.19,11:56,2.9,10.18,11.1,98.9,386.9,14.5,4.1,0,Reid,-44.465,168.624,1713,-44.4673,168.6216,1587,NA,NA,320,126,NA,0.43,0.63,0.68,RGI60-18.00676,G168623E44461S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.010748333,0.04471,0.191614722,1.93359239,0.623519307,8.632938366,0.302181101,25.81455,56718.18167,82075809.2,0.007977237,0.773,0.487333333,0.376,3.071,4.867,0.011666667,0.009666667,0.01,1.169666667,0.813040667,1.046118,0.611363,0.011475,0.01231,0.006484667,0.004717,89.23333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,27.3,7.6,NA,-55.5302,-8.62352,New Zealand
GL11_UP_2,09.02.19,11:56,2.9,10.18,11.1,98.9,386.9,14.5,4.1,0,Reid,-44.465,168.624,1713,-44.4673,168.6216,1587,NA,NA,320,126,NA,0.43,0.63,0.68,RGI60-18.00676,G168623E44461S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012437,0,0.130581494,1.691954544,0.517841809,6.10198923,0.22006704,20.41862,NA,64942577.6,0.006297078,0.773,0.487333333,0.376,3.071,4.867,0.011666667,0.009666667,0.01,1.169666667,0.813040667,1.046118,0.611363,0.011475,0.01231,0.006484667,0.004717,89.23333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,27.3,7.6,NA,-55.5302,-8.62352,New Zealand
GL11_UP_3,09.02.19,11:56,2.9,10.18,11.1,98.9,386.9,14.5,4.1,0,Reid,-44.465,168.624,1713,-44.4673,168.6216,1587,NA,NA,320,126,NA,0.43,0.63,0.68,RGI60-18.00676,G168623E44461S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008135333,0,0.175295319,1.960037975,1.64577185,8.889936689,0.501067216,15.6981565,NA,74710627.3,0.006075796,0.773,0.487333333,0.376,3.071,4.867,0.011666667,0.009666667,0.01,1.169666667,0.813040667,1.046118,0.611363,0.011475,0.01231,0.006484667,0.004717,89.23333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,27.3,7.6,NA,-55.5302,-8.62352,New Zealand
GL11_DN_1,09.02.19,13:52,5.4,10.18,10.7,99.7,390.3,19,1.9,0,Reid,-44.465,168.624,1713,-44.4689,168.6193,1486,NA,NA,571,227,NA,0.43,0.56,0.76,RGI60-18.00676,G168623E44461S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.033885,0.031923,0.169260265,2.356747467,0.808488421,12.27695712,0.2193546,82.322265,35316.98867,82923579.6,0.006033567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,New Zealand
GL11_DN_2,09.02.19,13:52,5.4,10.18,10.7,99.7,390.3,19,1.9,0,Reid,-44.465,168.624,1713,-44.4689,168.6193,1486,NA,NA,571,227,NA,0.43,0.56,0.76,RGI60-18.00676,G168623E44461S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.022913,0.630596,0.433892575,3.023557428,1.058348981,14.45721035,0.23645993,125.11049,NA,65329718.4,0.00593522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,New Zealand
GL11_DN_3,09.02.19,13:52,5.4,10.18,10.7,99.7,390.3,19,1.9,0,Reid,-44.465,168.624,1713,-44.4689,168.6193,1486,NA,NA,571,227,NA,0.43,0.56,0.76,RGI60-18.00676,G168623E44461S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.021557333,0,0.250306525,3.669733522,1.014134527,12.52356148,0.625429022,211.1564,NA,91622868.3,0.005369645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,New Zealand
GL12_UP_1,10.02.19,12:38,6.6,9.83,11.4,101.3,417.5,66.7,9.9,0,Rob Roy,-44.4694,168.7206,1369,-44.4758,168.7268,749,NA,NA,864,620,NA,1.97,0.8,2.48,RGI60-18.01013,G168718E44463S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006117667,0,0,0.373862005,0.056281963,1.940569379,0.02022058,58.36407,37231.98233,22580102.4,0.004152438,0.606333333,0.368333333,0.268666667,3.374,3.916,0.012333333,0.01,0.010333333,1.187333333,0.747935667,1.058291,1.861802,0.010067,0.012907,0.007307333,0.005367667,98.33333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,1.5,21.3,NA,-55.2029,-8.75139,New Zealand
GL12_UP_2,10.02.19,12:38,6.6,9.83,11.4,101.3,417.5,66.7,9.9,0,Rob Roy,-44.4694,168.7206,1369,-44.4758,168.7268,749,NA,NA,864,620,NA,1.97,0.8,2.48,RGI60-18.01013,G168718E44463S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001270333,0,0.019262651,0.336890923,0.042589439,2.41493443,0.019795145,NA,NA,11512015.9,0.004529154,0.606333333,0.368333333,0.268666667,3.374,3.916,0.012333333,0.01,0.010333333,1.187333333,0.747935667,1.058291,1.861802,0.010067,0.012907,0.007307333,0.005367667,98.33333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,1.5,21.3,NA,-55.2029,-8.75139,New Zealand
GL12_UP_3,10.02.19,12:38,6.6,9.83,11.4,101.3,417.5,66.7,9.9,0,Rob Roy,-44.4694,168.7206,1369,-44.4758,168.7268,749,NA,NA,864,620,NA,1.97,0.8,2.48,RGI60-18.01013,G168718E44463S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000815667,0,0.017672764,0.282670527,0.028309141,1.871354179,0.010234685,23.130535,NA,7987058.23,0.003707415,0.606333333,0.368333333,0.268666667,3.374,3.916,0.012333333,0.01,0.010333333,1.187333333,0.747935667,1.058291,1.861802,0.010067,0.012907,0.007307333,0.005367667,98.33333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,1.5,21.3,NA,-55.2029,-8.75139,New Zealand
GL12_DN_1,10.02.19,16:18,7,9.83,11.4,101.8,424.7,41.7,8.2,0,Rob Roy,-44.4694,168.7206,1369,-44.4803,168.7265,717,NA,NA,1367,652,NA,1.97,0.78,2.52,RGI60-18.01013,G168718E44463S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001556333,0,0.040882418,0.440762002,0.10577518,3.530540905,0.036897284,39.30242,43294.70933,15110294.3,0.002941706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,New Zealand
GL12_DN_2,10.02.19,16:18,7,9.83,11.4,101.8,424.7,41.7,8.2,0,Rob Roy,-44.4694,168.7206,1369,-44.4803,168.7265,717,NA,NA,1367,652,NA,1.97,0.78,2.52,RGI60-18.01013,G168718E44463S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003362667,0,0.01657367,0.297756117,0.041671517,1.769774997,0.048293007,10.126535,NA,13433682.2,0.004097167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,New Zealand
GL12_DN_3,10.02.19,16:18,7,9.83,11.4,101.8,424.7,41.7,8.2,0,Rob Roy,-44.4694,168.7206,1369,-44.4803,168.7265,717,NA,NA,1367,652,NA,1.97,0.78,2.52,RGI60-18.01013,G168718E44463S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003565,0.291004,0.023223499,0.424112174,0.083278802,2.481570345,0.015462549,23.001095,NA,10596403.6,0.002346787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,New Zealand
GL13_UP_1,13.02.19,13:20,0.7,6.76,11.6,98.1,411.6,9.3,4.9,0,Brewster,-44.0818,169.4317,1708,-44.0819,169.4317,1699,NA,NA,18,9,NA,1.81,0.57,3.2,RGI60-18.01130,G169437E44072S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0155,0.19413,0.279766254,2.344548622,0.762509514,5.520612085,0.319954629,76.19778,30036.776,80740270.8,0.015796728,0.916,0.621333333,0.544,2.567666667,2.798,0.009666667,0.007666667,0.007666667,1.298333333,1.958453,0.971279667,0.356869,0.122297667,0.062066667,0.046981667,0.004442667,73.56666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8,2.9,9.6,NA,-55.3737,-8.78726,New Zealand
GL13_UP_2,13.02.19,13:20,0.7,6.76,11.6,98.1,411.6,9.3,4.9,0,Brewster,-44.0818,169.4317,1708,-44.0819,169.4317,1699,NA,NA,18,9,NA,1.81,0.57,3.2,RGI60-18.01130,G169437E44072S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011838333,0.07933,0.205418199,1.920079768,0.652114114,4.275191052,0.53065619,138.70275,NA,71444738.4,0.010671487,0.916,0.621333333,0.544,2.567666667,2.798,0.009666667,0.007666667,0.007666667,1.298333333,1.958453,0.971279667,0.356869,0.122297667,0.062066667,0.046981667,0.004442667,73.56666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8,2.9,9.6,NA,-55.3737,-8.78726,New Zealand
GL13_UP_3,13.02.19,13:20,0.7,6.76,11.6,98.1,411.6,9.3,4.9,0,Brewster,-44.0818,169.4317,1708,-44.0819,169.4317,1699,NA,NA,18,9,NA,1.81,0.57,3.2,RGI60-18.01130,G169437E44072S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.024356667,0.534592,0.137430406,1.634458282,0.572332113,3.750379337,0.319197293,52.37636,NA,57296764.5,0.012079601,0.916,0.621333333,0.544,2.567666667,2.798,0.009666667,0.007666667,0.007666667,1.298333333,1.958453,0.971279667,0.356869,0.122297667,0.062066667,0.046981667,0.004442667,73.56666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8,2.9,9.6,NA,-55.3737,-8.78726,New Zealand
